TRIP
DATE 1970-01-01

DECLINATION	0.00
DATA
1.7800794	-7.538064
2.0122871	-7.7412457
2.2662644	-8.205662
2.3025467	-8.252829
2.3751116	-8.292739
2.4440484	-8.383446
2.4585614	-8.459639
2.4730744	-8.9784775
2.4912155	-9.011131
2.5637803	-9.043786
2.603691	-9.080069
2.766962	-9.294135
2.825014	-9.4066105
2.850412	-9.504573
2.8721812	-9.707755
2.9483745	-9.968988
2.9737723	-10.197568
3.017311	-10.331814
3.0463371	-10.389865
3.1660693	-10.542252
3.2422624	-10.712779
3.3873923	-10.923218
3.4780984	-11.006666
3.652254	-11.111886
3.706678	-11.173567
3.7864993	-11.376748
3.815525	-11.416658
POLYLINE BLACK
3.2247815	-7.3114448
3.3287392	-7.398076
3.4197018	-7.5106964
3.4586859	-7.580002
3.4933383	-7.6276484
3.514996	-7.6796274
3.5626433	-7.761927
3.5713065	-7.787916
3.5929642	-7.8182373
3.605959	-7.85289
3.7229111	-7.9871683
3.7618952	-8.065136
3.792216	-8.173426
3.792216	-8.195084
3.8268685	-8.351019
3.8355317	-8.398666
3.844195	-8.563266
3.900505	-8.814497
3.9264944	-8.87947
3.9394891	-8.896796
3.9438207	-8.927116
3.9568155	-8.9574375
3.9568155	-8.974764
3.9957995	-9.013748
4.0044622	-9.044069
4.0651045	-9.122037
4.0954256	-9.187011
POLYLINE BLACK
4.063213	-8.969348
4.2196608	-9.064334
4.3090596	-9.131384
4.376109	-9.164907
4.521382	-9.215195
5.2365727	-9.209607
5.4041953	-9.254307
5.5997553	-9.338118
5.750616	-9.382817
5.7953153	-9.410755
5.800903	-9.405168
5.8232527	-9.421929
5.867952	-9.4331045
5.884714	-9.444279
5.884714	-9.455454
5.8903017	-9.449867
5.8903017	-9.461041
5.907064	-9.461041
5.9126515	-9.488978
5.9629383	-9.533678
6.063512	-9.656601
6.4099326	-9.969498
6.493744	-10.075659
6.521681	-10.098008
6.644604	-10.282393
6.689304	-10.360618
6.840164	-10.79085
6.940738	-10.986409
7.0468993	-11.33283
7.1139483	-11.472515
7.1977596	-11.612202
POLYLINE BLACK
6.5381136	-10.567741
6.7347107	-10.66943
6.795724	-10.737223
6.8702955	-10.84569
6.904192	-10.872807
7.0058794	-11.00839
7.0465555	-11.096521
7.107568	-11.198209
7.121126	-11.27278
7.121126	-11.449039
7.0872307	-11.482937
7.012659	-11.604962
